artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
$uicideBoy$,"Whoa, I'm Woeful",0.0084,0.621,0.578,0.0042,0.351,-6.69,0.162,127.912,0.367
Zomboy,Lights Out - Ghastly Remix,0.0068,0.422,0.98,0.0105,0.255,-3.297,0.233,128.475,0.367
Gucci Mane,Solitaire (feat. Migos & Lil Yachty),0.0425,0.809,0.585,0,0.108,-6.935,0.321,138.026,0.367
Gucci Mane,Wake Up in the Sky,0.0038,0.8,0.578,0,0.359,-5.144,0.0485,143.01,0.367
Flatbush Zombies,The Glory (feat. Denzel Curry),0.254,0.595,0.578,0,0.37,-10.715,0.581,81.613,0.368
Camp Lo,Coolie High,0.0225,0.765,0.601,0,0.385,-9.326,0.203,85.928,0.368
Camp Lo,Coolie High,0.0225,0.765,0.601,0,0.385,-9.326,0.203,85.928,0.368
Seven Lions,The Truth,0.0009,0.755,0.488,0.721,0.0863,-7.725,0.258,127.991,0.368
Gallant,Crimes,0.0137,0.578,0.483,0,0.0463,-7.995,0.0839,139.55,0.368
1K Phew,We Did It,0.226,0.853,0.534,0.006,0.13,-10.562,0.0661,139.941,0.368
Catfish and the Bottlemen,Business,0.0002,0.482,0.851,0.0009,0.0896,-3.727,0.0503,142.015,0.368
Dillon Francis,Without You - Hayden James Remix,0.368,0.573,0.374,0.0038,0.0878,-9.111,0.0456,75.066,0.369
Four Tet,Daughter,0.765,0.621,0.3,0.006,0.11,-9.135,0.056,81.098,0.369
Big Gigantic,Shine,0.0025,0.387,0.835,0.0003,0.299,-6.947,0.072,94.906,0.369
Lary Over,Solo - Remix,0.389,0.748,0.532,0,0.06,-7.157,0.132,98.038,0.369
Rainbow Kitten Surprise,When It Lands,0.444,0.727,0.48,0,0.118,-9.278,0.0987,120.025,0.369
Kutless,King of My Heart,0.0266,0.512,0.685,0,0.309,-5.779,0.0312,139.97,0.369
SVDDEN DEATH,Last Life,0.0019,0.774,0.944,0.191,0.111,0.072,0.0782,140.063,0.369
Underworld,Born Slippy (Nuxx) - Radio Edit,0.0012,0.54,0.966,0.147,0.0977,-8.27,0.0422,140.079,0.369
Ookay,STRUT,0.0066,0.69,0.951,0.178,0.103,-1.835,0.103,145,0.369
San Holo,voices in my head,0.107,0.503,0.532,0.0001,0.247,-5.43,0.0438,155.87,0.369
Chris Tomlin,Jesus Messiah,0.0951,0.293,0.743,0,0.107,-6.061,0.031,165.861,0.369
Polynation,Tikken,0.0577,0.645,0.647,0.878,0.0749,-10.12,0.0338,104.01,0.37
Linkin Park,In the End,0.0103,0.542,0.853,0,0.108,-6.407,0.0498,105.256,0.37
Dillon Francis,Need You,0.0017,0.721,0.925,0.0545,0.547,-3.208,0.196,111.961,0.37
The Byrds,Eight Miles High,0.21,0.364,0.768,0.136,0.503,-10.492,0.0757,130.602,0.37
Ganja White Night,Mr Nice,0.0213,0.868,0.607,0.111,0.0692,-7.284,0.0353,140.001,0.37
Doctor P,Tetris,0.0007,0.352,0.948,0.244,0.0692,-1.58,0.0351,140.084,0.37
Imagine Dragons,I’m So Sorry,0.131,0.524,0.679,0,0.201,-6.01,0.0565,142.588,0.37
Mom Jeans.,Edward 40hands,0.0045,0.426,0.838,0.0001,0.0949,-7.214,0.045,172.007,0.37
Weathers,I Don't Wanna Know,0.002,0.479,0.708,0,0.569,-7.189,0.0419,91.902,0.371
Grouplove,Tongue Tied,0.0085,0.56,0.936,0,0.161,-5.835,0.0439,112.96,0.371
Like Moths To Flames,Bury Your Pain,0.0038,0.524,0.997,0,0.241,-1.394,0.107,129.965,0.371
Muse,Mercy,0.0095,0.482,0.926,0,0.311,-4.789,0.0549,130.007,0.371
Stooki Sound,Echoes,0.159,0.609,0.644,0.011,0.111,-7.642,0.0358,130.032,0.371
Incubus,Megalomaniac,0.0056,0.532,0.943,0.0006,0.317,-4.549,0.0512,140.042,0.371
Bryce Fox,Punches,0.0121,0.517,0.743,0,0.166,-6.152,0.0807,150.134,0.371
SG Lewis,Flames (feat. Ruel),0.0891,0.555,0.62,0.0031,0.107,-5.822,0.118,193.924,0.371
System Of A Down,ATWA,0.0036,0.376,0.787,0,0.552,-4.731,0.0395,87.105,0.372
The Avalanches,Stay Another Season,0.035,0.613,0.947,0.0005,0.346,-8.772,0.19,102.816,0.372
Colbie Caillat,Never Gonna Let You Down,0.0742,0.649,0.735,0,0.183,-6.137,0.0325,107.977,0.372
Tedashii,Diamonds,0.0327,0.782,0.637,0.0013,0.168,-7.073,0.0824,114.975,0.372
A-Trak,Fern Gully,0.0028,0.818,0.765,0.894,0.156,-6.12,0.0701,124.985,0.372
Kid Cudi,Just What I Am,0.0023,0.653,0.949,0,0.41,-3.179,0.12,140.002,0.372
NAV,NAVUZIMETRO#PT2,0.201,0.853,0.56,0,0.155,-9.87,0.408,140.102,0.372
G Jones,Soundtrack to the Machine,0.0629,0.664,0.895,0.0324,0.156,-5.398,0.465,150.079,0.372
Sheck Wes,Kyrie,0.0335,0.687,0.701,0,0.0851,-6.054,0.244,159.915,0.372
Camper Van Beethoven,Pictures Of Matchstick Men,0.0082,0.39,0.836,0.0002,0.0601,-9.975,0.0764,161.593,0.372
Tangerine Dream,exit,0.12,0.366,0.44,0.2,0.317,-15.095,0.0434,175.201,0.372
Freddie Gibbs,Diamonds 2 (feat. Cassie Jo Craig & Irie Jane Gibbs),0.198,0.445,0.597,0.0007,0.198,-7.619,0.32,79.92,0.373
Tech N9ne,F.T.I. 2.0,0.325,0.578,0.887,0,0.578,-5.543,0.278,93.963,0.373
josh pan,windows '17,0.228,0.513,0.642,0.0002,0.126,-5.212,0.331,107.874,0.373
Juno Reactor,Dakota - Undercover Extended Mix,0.0069,0.578,0.959,0.889,0.0805,-6.605,0.0522,140.018,0.373
Felivand,Same Old,0.326,0.597,0.311,0.0012,0.0929,-11.079,0.0656,155.889,0.373
Vic Mensa,In Some Trouble (feat. Ty Dolla $ign),0.182,0.637,0.569,0,0.267,-6.843,0.381,76.031,0.374
Iggy Azalea,Beg For It,0.209,0.805,0.745,0.0001,0.0881,-4.303,0.044,92.985,0.374
Big Gigantic,Fantastic,0.0678,0.505,0.904,0,0.838,-4.199,0.0528,102.012,0.374
All That Remains,The Last Time,0.0016,0.519,0.96,0,0.0771,-2.315,0.0514,103.029,0.374
blink-182,Dammit,0.0017,0.407,0.968,0,0.131,-5.154,0.108,109.727,0.374
Roy Woods,B-Town,0.056,0.852,0.535,0.0051,0.0974,-7.222,0.0568,111.992,0.374
Bob Seger,Night Moves,0.432,0.705,0.743,0.0133,0.103,-6.631,0.042,118.552,0.374
The Neighbourhood,Flawless,0.0553,0.568,0.871,0.51,0.303,-3.453,0.0308,119.99,0.374
The Neighbourhood,Flawless,0.0553,0.568,0.871,0.51,0.303,-3.453,0.0308,119.99,0.374
MadeinTYO,Good Gas,0.355,0.895,0.49,0,0.315,-6.441,0.113,124.954,0.374
The Black Keys,Black Mud,0.253,0.515,0.502,0.883,0.345,-8.898,0.058,143.937,0.374
Kings of Leon,Sex on Fire,0.0017,0.542,0.905,0.0104,0.136,-5.653,0.054,153.398,0.374
Foster The People,Pseudologia Fantastica,0.0006,0.286,0.892,0.0002,0.157,-3.767,0.0731,172.016,0.374
Erykah Badu,Hello,0.629,0.44,0.526,0,0.321,-6.28,0.245,75.943,0.375
YG,One Time Comin',0.0031,0.825,0.598,0,0.125,-7.158,0.0374,108.044,0.375
Paul Oakenfold,You Could Be Happy - Paul Oakenfold Future House Radio Edit,0.0227,0.624,0.888,0.0288,0.131,-5.233,0.0577,128.006,0.375
Sinead Harnett,Pulling Away (feat. Gallant),0.296,0.696,0.59,0,0.384,-6.553,0.054,143.966,0.375
Pinegrove,Old Friends,0.41,0.488,0.555,0,0.494,-7.315,0.0398,147.88,0.375
Pinegrove,Old Friends,0.41,0.488,0.555,0,0.494,-7.315,0.0398,147.88,0.375
The Righteous Brothers,You've Lost That Lovin' Feelin' - Single Version,0.522,0.369,0.305,0,0.0579,-14.303,0.0267,94.791,0.376
Trentemøller,My Dreams - Acoustic Version,0.764,0.518,0.484,0,0.622,-9.524,0.0271,97.022,0.376
Vince Staples,Brand New Tyga - Interlude,0.0359,0.908,0.41,0.0002,0.144,-8.831,0.174,97.045,0.376
Tyga,Dip,0.0152,0.877,0.562,0,0.0933,-7.096,0.26,99.977,0.376
Still Woozy,Vacation,0.318,0.606,0.435,0.0048,0.205,-11.458,0.0614,124.943,0.376
Point Point,All This,0.0588,0.594,0.88,0.128,0.0973,-4.943,0.0786,149.969,0.376
Nai Palm,Crossfire / So Into You,0.925,0.484,0.367,0.0007,0.109,-8.459,0.0374,81.038,0.377
Kid Ink,Be Real (feat. DeJ Loaf),0.0702,0.762,0.601,0.0004,0.151,-5.415,0.0817,99.95,0.377
Dawes,When My Time Comes,0.722,0.327,0.501,0.0025,0.113,-8.885,0.0434,115.199,0.377
Kid Cudi,Heart Of A Lion (Kid Cudi Theme Music),0.291,0.725,0.452,0.0046,0.0909,-9.335,0.0335,125.022,0.377
Ali Gatie,Can't Lie,0.872,0.802,0.414,0,0.0863,-10.635,0.0776,131.952,0.377
Chevelle,Still Running,0.0006,0.304,0.938,0.0126,0.32,-4.331,0.228,142.244,0.377
Rains,Look In My Eyes,0.0047,0.444,0.865,0,0.105,-4.361,0.0448,149.955,0.377
Sorority Noise,"Blonde Hair, Black Lungs",0.0004,0.313,0.605,0,0.136,-6.261,0.0447,114.182,0.379
ScHoolboy Q,Overtime,0.772,0.825,0.477,0,0.105,-10.59,0.301,117.931,0.379
Paulo Londra,Nena Maldición (feat. Lenny Tavárez),0.178,0.762,0.631,0,0.146,-4.837,0.0544,118.969,0.379
Don Henley,The Heart Of The Matter,0.201,0.579,0.529,0,0.231,-11.548,0.025,88.156,0.38
Building 429,Where I Belong,0.482,0.536,0.664,0,0.0925,-4.735,0.0276,89.963,0.38
Building 429,Where I Belong,0.482,0.536,0.664,0,0.0925,-4.735,0.0276,89.963,0.38
Xavier Wulf,Fort Woe,0.119,0.932,0.384,0,0.0969,-9.621,0.305,120.005,0.38
Anthem Lights,The Greatest Showman Medley: The Greatest Show / A Million Dreams / Never Enough / Rewrite the Stars / This Is Me,0.733,0.319,0.408,0,0.0918,-7.092,0.0307,131.605,0.38
Future Islands,Ran,0.0025,0.465,0.701,0.0447,0.0683,-6.828,0.0337,144.931,0.38
Future Islands,Ran,0.0025,0.465,0.701,0.0447,0.0683,-6.828,0.0337,144.931,0.38
Moneybagg Yo,Industry,0.182,0.632,0.565,0,0.144,-9.57,0.184,146.017,0.38
Party Favor,Baddest Things (feat. Bunji Garlin),0.0098,0.652,0.981,0,0.637,-1.744,0.332,150.006,0.38
Sixx:A.M.,Stars,0.0006,0.497,0.952,0.0016,0.31,-4.399,0.0474,156.968,0.38
Westerman,Confirmation,0.934,0.77,0.335,0.457,0.0621,-12.704,0.0387,121.988,0.381
Bibio,Dye the Water Green,0.87,0.32,0.314,0.901,0.0832,-12.946,0.0315,147.894,0.381
Death Cab for Cutie,Cath...,0.0288,0.376,0.92,0.0142,0.132,-7.438,0.0349,165.792,0.381
Citizen Way,When I'm With You,0.0016,0.523,0.768,0,0.0682,-5.666,0.0378,86.005,0.382
Hopsin,Ill Mind of Hopsin 4,0.36,0.81,0.609,0,0.157,-9.63,0.359,91.117,0.382
Can't Swim,Your Clothes,0.0038,0.493,0.933,0.0039,0.267,-3.406,0.0826,137.056,0.382
Secondhand Serenade,Fall For You,0.19,0.387,0.442,0,0.0788,-7.086,0.0352,169.481,0.382
Bad Meets Evil,Fast Lane,0.0464,0.637,0.861,0,0.247,-3.781,0.325,173.838,0.382
Flosstradamus,From The Back,0.0466,0.537,0.797,0,0.865,-5.328,0.321,84.444,0.384
Zero 7,Out Of Town,0.0169,0.528,0.531,0.85,0.13,-10.072,0.0254,89.723,0.384
Daft Punk,Something About Us,0.44,0.875,0.475,0.72,0.046,-12.673,0.0986,99.958,0.384
Kelly Clarkson,Piece by Piece - Idol Version,0.904,0.562,0.252,0,0.0838,-6.331,0.0351,109.596,0.384
GoldLink,Unique,0.0572,0.804,0.823,0,0.418,-5.587,0.175,115.037,0.384
Joe Goddard,Home,0.0484,0.675,0.701,0.0002,0.362,-11.207,0.0529,117.488,0.384
Thievery Corporation,The Supreme Illusion featuring Gunjan,0.0878,0.425,0.805,0.955,0.16,-7.984,0.0537,126.581,0.384
AC Slater,Ring the Alarm,0.0467,0.907,0.664,0.0136,0.109,-7.984,0.0495,126.992,0.384
Zomboy,Rotten,0.0281,0.62,0.997,0.0452,0.614,-1.278,0.111,145.012,0.384
$uicideBoy$,Nicotine Patches,0.0174,0.743,0.569,0.0007,0.264,-9.703,0.131,145.905,0.384
Pusha T,Sweet Serenade,0.0191,0.561,0.688,0.0019,0.377,-6.668,0.397,149.567,0.384
Nonsens,Heroes,0.0497,0.557,0.755,0,0.141,-6.944,0.146,169.896,0.384
Shenandoah,The Moon Over Georgia,0.542,0.563,0.429,0,0.115,-9.918,0.0235,89.338,0.385
Big Gigantic,I've Gotta Know (feat. Jennifer Hartswick),0.0019,0.598,0.966,0.0148,0.563,-2.087,0.148,99.961,0.385
Ozzy Osbourne,Mr. Crowley,0.0361,0.315,0.775,0.0173,0.428,-4.766,0.0378,108.115,0.385
Fuel,Shimmer - Single Version,0.0019,0.263,0.784,0,0.15,-6.514,0.054,114.671,0.385
Newsboys,The King Is Coming,0.0005,0.531,0.807,0,0.156,-6.181,0.0346,127.024,0.385
GTA,I Can’t Hold On,0.0031,0.715,0.758,0.107,0.345,-4.797,0.152,129.048,0.385
DJ Shadow,Napalm Brain / Scatter Brain - Medley,0.574,0.674,0.737,0.779,0.32,-8.21,0.064,146.389,0.385
Dion Timmer,Berzerk,0.0018,0.594,0.873,0.0007,0.106,-3.633,0.212,149.93,0.385
SahBabii,Pull Up Wit Ah Stick (feat. Loso Loaded),0.085,0.752,0.619,0,0.107,-8.156,0.0864,80.517,0.386
George Harrison,All Things Must Pass,0.494,0.508,0.56,0.0061,0.106,-8.244,0.0304,122.514,0.386
Jesús Adrián Romero,Me Dice Que Me Ama,0.405,0.69,0.482,0,0.152,-8.246,0.0273,122.898,0.386
Jeremih,I Like,0.243,0.83,0.616,0,0.0477,-7.383,0.0499,123.965,0.386
Future,I'm so Groovy,0.0418,0.938,0.478,0.0088,0.0801,-9.739,0.265,138.059,0.386
Zeds Dead,Slow Down,0.25,0.551,0.705,0.0558,0.353,-8.051,0.0377,142.513,0.386
In This Moment,Comanche,0.0005,0.563,0.963,0.0002,0.0656,-3.434,0.148,143.993,0.386
Silversun Pickups,Three Seed,0.0342,0.556,0.67,0.0214,0.376,-8.042,0.0354,146.467,0.386
Say My Name,Ooh,0.0147,0.59,0.965,0.163,0.12,-1.787,0.0548,148.167,0.386
Flux Pavilion,Emotional - MUST DIE! Remix,0.0051,0.409,0.931,0.0036,0.0801,-2.857,0.175,149.876,0.386
FEATHERED SUN,How Strange - Nicola Cruz Remix,0.708,0.845,0.352,0.884,0.11,-13.821,0.15,153.033,0.386
Everclear,Santa Monica,0.156,0.491,0.942,0,0.367,-5.333,0.132,100.446,0.387
Everclear,Santa Monica,0.156,0.491,0.942,0,0.367,-5.333,0.132,100.446,0.387
Faith No More,Falling to Pieces,0.0027,0.545,0.919,0.0051,0.0977,-7.679,0.0484,104.366,0.387
The Cab,Angel With A Shotgun,0.0049,0.539,0.848,0,0.272,-5.081,0.0521,124.045,0.387
Ty Brasel,Meant For Me,0.0308,0.613,0.603,0,0.375,-6.985,0.132,159.127,0.387
Rodrigo Gallardo,Ay Que Sera Del Sol - Original,0.0028,0.773,0.532,0.86,0.0449,-11.297,0.0674,99.993,0.389
Gorillaz,Sleeping Powder,0.174,0.722,0.597,0.183,0.181,-5.964,0.0264,103.975,0.389
Metric,Help I'm Alive,0.0081,0.565,0.877,0.0025,0.26,-4.561,0.0614,118.484,0.389
Metric,Help I'm Alive,0.0081,0.565,0.877,0.0025,0.26,-4.561,0.0614,118.484,0.389
Drake,Shut It Down,0.414,0.584,0.445,0,0.158,-9.523,0.0719,119.917,0.389
Darius Rucker,It Won't Be Like This For Long,0.335,0.584,0.524,0,0.11,-6.001,0.0287,143.863,0.389
Subtronics,Thermal Expansion,0.066,0.857,0.978,0.0712,0.108,0.6809999999999999,0.374,145.031,0.389
Bush,The Chemicals Between Us,0.0032,0.512,0.958,0.0403,0.295,-3.979,0.16,97.715,0.39
Elvis Presley,Can't Help Falling in Love,0.953,0.428,0.244,0.0001,0.102,-15.447,0.0269,100.495,0.39
Interpol,Fine Mess,0.0016,0.451,0.935,0.579,0.42,-2.09,0.076,128.918,0.39
John Prine,Angel from Montgomery,0.541,0.617,0.421,0.0023,0.125,-14.231,0.0318,131.653,0.39
John Prine,Angel From Montgomery,0.541,0.617,0.421,0.0023,0.125,-14.231,0.0318,131.653,0.39
Dillon Francis,Without You - Doctor P & Flux Pavilion Remix,0.0003,0.615,0.992,0.055,0.317,1.314,0.045,140.013,0.39
Evanescence,Weight Of The World,0.0009,0.266,0.949,0.0008,0.131,-3.941,0.132,140.145,0.39
Phoebe Bridgers,Steamroller,0.887,0.48,0.225,0,0.0899,-8.779,0.0305,141.875,0.39
Alison Wonderland,Awake - KRANE Remix,0.0066,0.544,0.765,0.0003,0.171,-6.826,0.0401,142.017,0.39
Skillet,Forgiven,0.136,0.43,0.883,0,0.0967,-3.342,0.0384,154.094,0.39
Queen,Don't Stop Me Now - …revisited,0.0152,0.465,0.917,0.02,0.286,-6.331,0.237,155.061,0.39
In This Moment,Beast Within,0.0008,0.518,0.937,0,0.11,-4.002,0.114,90.01,0.391
Moby,Lift Me Up,0.0011,0.581,0.888,0.0012,0.155,-6.618,0.0594,120.962,0.391
Sonder,Baldwin Park,0.626,0.725,0.297,0.777,0.191,-11.694,0.05,125.008,0.391
A.R. Rahman,"The Humma Song (From ""OK Jaanu"")",0.0115,0.721,0.65,0.0001,0.34,-6.95,0.136,130.491,0.391
Playboi Carti,NO. 9,0.0097,0.885,0.607,0,0.325,-7.642,0.386,137.881,0.391
Lifehouse,You And Me,0.103,0.456,0.432,0,0.176,-7.682,0.0266,139.909,0.391
Kayzo,Wake Up,0.001,0.624,0.939,0.0056,0.131,-2.449,0.071,160.014,0.391
Joey Trap,Mr. Incredible,0.125,0.677,0.797,0,0.17,-4.926,0.193,160.025,0.391
Glen Campbell,Wichita Lineman - Remastered,0.326,0.192,0.392,0.0002,0.248,-11.667,0.0328,172.312,0.391
A$AP Rocky,A$AP Forever REMIX,0.299,0.322,0.754,0,0.136,-6.416,0.275,62.839,0.392
Jeezy,Lose My Mind,0.0632,0.705,0.75,0,0.146,-4.558,0.0522,77.817,0.392
Lil Rob,Summer Nights,0.358,0.472,0.672,0,0.108,-4.997,0.212,81.813,0.392
Saba,LOGOUT,0.0102,0.787,0.382,0,0.092,-9.983,0.45,86.779,0.392
Liquid Stranger,Ignite,0.0325,0.758,0.763,0.0126,0.297,-7.577,0.297,89.852,0.392
Turnover,Bonnie (Rhythm & Melody),0.0068,0.614,0.653,0.0108,0.108,-7.817,0.0278,109.995,0.392
Sasha,Smokemonk - Yotto Remix,0.0008,0.701,0.708,0.932,0.0929,-12.639,0.0528,123.992,0.392
Grizfolk,Interlude,0.799,0.519,0.264,0.0003,0.313,-18.289,0.0554,124.719,0.392
Adam Jensen,The Mystic,0.356,0.557,0.721,0,0.146,-5.134,0.0416,125.324,0.392
Adam Jensen,The Mystic,0.356,0.557,0.721,0,0.146,-5.134,0.0416,125.324,0.392
Fatboy Slim,Love Island,0.113,0.76,0.988,0.838,0.195,-7.328,0.0868,126.677,0.392
Modeselektor,Who - Single Version,0.0442,0.76,0.91,0.0066,0.108,-8.472,0.0484,142.982,0.392
Ghostemane,Venom,0.0332,0.909,0.573,0.0163,0.657,-6.856,0.181,144.946,0.392
Dirt Monkey,No Escape,0.004,0.647,0.899,0.254,0.301,-4.025,0.0482,145.06,0.392
Twenty One Pilots,Neon Gravestones,0.379,0.73,0.427,0.0003,0.0893,-9.834,0.138,149.45,0.392
Starset,Bringing It Down - Version 2.0,0.0003,0.363,0.901,0.0002,0.0669,-4.961,0.0843,158.95,0.392
Maxo Kream,Work,0.203,0.757,0.687,0,0.126,-8.198,0.525,77.512,0.395
Paula Abdul,Rush Rush,0.763,0.706,0.44,0,0.0958,-11.577,0.0493,90.012,0.395
MercyMe,Best News Ever,0.013,0.584,0.762,0,0.109,-4.592,0.0355,93.993,0.395
Family Force 5,BZRK,0.0034,0.713,0.923,0,0.419,-5.237,0.0787,115.955,0.395
Queen,Radio Ga Ga - Live Aid,0.0138,0.406,0.934,0,0.955,-6.668,0.0845,118.823,0.395
GTA,Get It All,0.0337,0.722,0.77,0.0016,0.11,-4.233,0.0374,128.009,0.395
Caribou,Can't Do Without You (Extended Mix),0.405,0.746,0.431,0.657,0.0482,-8.425,0.0423,128.033,0.395
Berner,Lovin' Me (feat. Smiggz),0.006,0.693,0.763,0,0.143,-5.443,0.146,131.079,0.395
Sidewalk Prophets,The Words I Would Say,0.226,0.386,0.693,0,0.153,-3.141,0.0315,155.937,0.395
Dion Timmer,Very Extra,0.0005,0.565,0.959,0.0006,0.241,-1.033,0.408,74.971,0.396
Alabama Shakes,Dunes,0.68,0.381,0.599,0.0187,0.136,-6.051,0.0417,76.579,0.396
Aleherion,Ashanti,0.0076,0.784,0.642,0.331,0.111,-8.399,0.0442,104.995,0.396
Yellow Claw,Dog Off - ETC!ETC! Remix,0.174,0.846,0.902,0.905,0.134,-6.053,0.0906,109.984,0.396
NAV,Champion (feat. Travis Scott),0.381,0.642,0.782,0,0.108,-3.395,0.0477,162.005,0.396
Atreyu,The Time Is Now,0.0093,0.481,0.944,0.0003,0.278,-3.665,0.231,165.02,0.396
Air,Modular mix,0.351,0.595,0.557,0.81,0.0468,-11.903,0.0912,179.798,0.396
Florence + The Machine,Only If For A Night,0.0416,0.506,0.721,0,0.0993,-5.974,0.033,79.999,0.397
All That Remains,For You,0.0454,0.465,0.85,0,0.125,-2.325,0.0351,92.037,0.397
BANKS,Beggin For Thread,0.001,0.597,0.696,0.0735,0.255,-6.196,0.0278,107.96,0.397
Rage Against The Machine,Bullet In The Head,0.0067,0.431,0.855,0.0011,0.639,-4.205,0.15,163.014,0.397
Rage Against The Machine,Bullet In The Head,0.0067,0.431,0.855,0.0011,0.639,-4.205,0.15,163.014,0.397
The Bangles,Eternal Flame,0.525,0.526,0.358,0,0.0942,-7.239,0.0243,78.988,0.4
Crossfade,So Far Away,0.0001,0.503,0.942,0,0.248,-5.025,0.094,106.039,0.4
Cut Copy,Glittering Clouds,0.0089,0.706,0.616,0.515,0.195,-7.081,0.0391,117.973,0.4
Jeremih,Planez,0.674,0.65,0.557,0,0.11,-7.762,0.312,129.285,0.4
Three Days Grace,The High Road,0.0424,0.442,0.88,0,0.153,-4.187,0.0761,142.733,0.4
Birdman,Leather So Soft,0.122,0.828,0.665,0,0.0904,-7.218,0.25,144.963,0.4
Barely Alive,Over Ft. Nah Mean,0.0774,0.541,0.773,0.0032,0.149,-6.134,0.125,144.967,0.4
Chris Knight,Nothing On Me,0.0498,0.556,0.653,0,0.253,-3.096,0.027,69.992,0.401
The Beatles,Mother Nature's Son - Remastered 2009,0.634,0.608,0.178,0.352,0.166,-17.109,0.0264,84.78,0.401
Red Hot Chili Peppers,Torture Me,0.0044,0.28,0.947,0.0007,0.187,-3.461,0.142,90.149,0.401
Europe,Rock the Night,0.0425,0.57,0.931,0,0.375,-5.78,0.0503,105.37,0.401
Newsboys,Born Again - Born Again Single Version,0.003,0.372,0.909,0,0.108,-4.561,0.066,169.985,0.401
Tropkillaz,Hotdamn!,0.0054,0.664,0.893,0.0002,0.131,-4.501,0.201,189.988,0.401
Led Zeppelin,The Rover,0.0133,0.367,0.752,0.0098,0.0658,-8.134,0.0317,205.47,0.401
50 Cent,Many Men (Wish Death),0.0153,0.574,0.841,0.0008,0.121,-2.92,0.43,108.095,0.402
Beirut,Postcards from Italy,0.928,0.621,0.569,0.0356,0.115,-7.318,0.0297,110.022,0.402
Kings of Leon,Manhattan,0.0154,0.497,0.802,0.0002,0.0775,-5.807,0.0404,112.287,0.402
Empire of the Sun,Alive,0.107,0.523,0.879,0,0.0633,-3.082,0.0365,119.943,0.402
Chase & Status,Blind Faith,0.0052,0.45,0.846,0,0.228,-4.712,0.0472,140.042,0.402
Palaye Royale,Ma Chérie (feat. Kellin Quinn),0.0018,0.452,0.949,0,0.304,-2.967,0.0694,144.988,0.402
Adam Jensen,Sandcastles - ToWonder X Severo Remix,0.245,0.613,0.825,0,0.245,-2.717,0.187,150.072,0.402
Hucci,Fountain,0.0057,0.38,0.584,0.0024,0.346,-9.566,0.0741,190.709,0.402
The Strokes,I Can't Win,0.0049,0.473,0.745,0.634,0.105,-4.819,0.0321,97.449,0.405
Lincoln Brewster,Made New,0.0541,0.599,0.935,0,0.11,-3.736,0.0453,119.984,0.405
Madonna,Hung Up,0.0039,0.649,0.647,0.161,0.0686,-7.695,0.0452,125.02,0.405
Dizzy Wright,Fuck Yo Attitude,0.212,0.805,0.589,0,0.123,-7.707,0.262,125.031,0.405
Rick Ross,Aston Martin Music,0.0125,0.57,0.58,0,0.0497,-5.547,0.209,171.917,0.405
7eventh Time Down,The 99,0.147,0.44,0.649,0,0.105,-8.465,0.0925,187.783,0.405
Rusko,Squirrel Beta,0.0031,0.675,0.762,0,0.409,-4.282,0.0287,72.503,0.406
Hollywood Undead,Black Dahlia,0.0706,0.552,0.703,0,0.144,-7.404,0.0353,139.991,0.406
Atlas Genius,All These Girls,0.005,0.655,0.838,0,0.313,-4.855,0.0361,148.018,0.406
Zomboy,Like A Bitch,0.0004,0.596,0.978,0.769,0.262,-1.189,0.0943,149.976,0.406
The Score,On And On,0.0425,0.526,0.722,0,0.187,-5.113,0.0435,76.941,0.407
The Score,On And On,0.0425,0.526,0.722,0,0.187,-5.113,0.0435,76.941,0.407
NF,Motivated,0.05,0.499,0.818,0,0.11,-5.179,0.37,81.104,0.407
Red Hot Chili Peppers,I Could Have Lied,0.0132,0.56,0.209,0.551,0.342,-13.591,0.039,140.744,0.407
Switchfoot,Live It Well,0.0494,0.487,0.852,0,0.11,-4.875,0.0526,149.868,0.407
G-Rex,Leviathan,0.0392,0.792,0.7,0.0062,0.138,-5.774,0.599,150.304,0.407
Zoé,Arrullo De Estrellas,0.298,0.461,0.74,0.293,0.0742,-6.981,0.0355,81.548,0.408
Los Enanitos Verdes,Mi Primer Dia Sin Ti,0.129,0.526,0.649,0,0.271,-5.534,0.0241,83.405,0.408
Türküm,Demons,0.0024,0.479,0.909,0.956,0.354,-6.626,0.0535,116.986,0.408
SVDDEN DEATH,Gates Of Hell,0.0032,0.705,0.975,0.0003,0.268,0.2269999999999999,0.377,72.529,0.409
BROCKHAMPTON,BANK,0.0888,0.638,0.66,0,0.375,-10.762,0.301,80.038,0.409
PRhyme,Mode II (feat. Logic),0.0252,0.473,0.902,0,0.0757,-3.546,0.237,97.48,0.409
Lynyrd Skynyrd,Simple Man,0.0465,0.43,0.767,0.0001,0.142,-8.561,0.042,120.353,0.409
AC/DC,Moneytalks,0.0008,0.65,0.903,0.0004,0.122,-3.677,0.0314,121.896,0.409
Foo Fighters,Arrows,0.0002,0.515,0.917,0.0005,0.145,-7.312,0.0417,121.988,0.409
Jacquees,B.E.D. - Remix,0.0041,0.711,0.492,0,0.0721,-8.528,0.0396,122.009,0.409
A$AP Rocky,Excuse Me,0.33,0.653,0.71,0,0.143,-8.444,0.0554,122.044,0.409
Yella Beezy,Sinner's Prayer,0.0286,0.682,0.591,0,0.0873,-8.445,0.286,135.843,0.409
