artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Nirvana,Heart-Shaped Box,0.184,0.494,0.677,0.0258,0.0926,-10.233,0.0452,101.539,0.316
Small Black,No Stranger,0.0013,0.506,0.858,0.0024,0.127,-5.099,0.0331,116.984,0.316
Small Black,No Stranger,0.0013,0.506,0.858,0.0024,0.127,-5.099,0.0331,116.984,0.316
Zeds Dead,Neck And Neck - DNMO Remix,0.0219,0.598,0.594,0.125,0.126,-7.233,0.0386,150.03,0.316
Dillon Francis,Get Low - Aazar Remix,0.0011,0.564,0.982,0.769,0.152,-2.657,0.123,150.067,0.316
Three Days Grace,Riot,0.0104,0.185,0.948,0,0.105,-3.892,0.147,196.578,0.316
Kendrick Lamar,Sherane a.k.a Master Splinter’s Daughter,0.486,0.503,0.508,0.0102,0.124,-11.094,0.52,81.908,0.317
Migos,Culture (feat. DJ Khaled),0.0379,0.825,0.7,0,0.139,-5.098,0.243,132.996,0.317
Egypt Central,You Make Me Sick,0.0002,0.441,0.91,0.0258,0.157,-4.292,0.0766,134.84,0.317
Mr. Carmack,Runner,0.146,0.696,0.775,0.904,0.107,-3.195,0.0607,152.039,0.317
Tom Walker,How Can You Sleep at Night?,0.147,0.446,0.708,0,0.094,-8.38,0.0693,155.418,0.317
LiSA,Crossing Field,0.0157,0.447,0.983,0,0.276,-2.281,0.268,179.072,0.317
The Neighbourhood,Nervous,0.0213,0.589,0.614,0.165,0.31,-7.528,0.0426,119.837,0.318
The Neighbourhood,Nervous,0.0213,0.589,0.614,0.165,0.31,-7.528,0.0426,119.837,0.318
Lil Baby,Minute,0.0018,0.75,0.473,0,0.135,-8.707,0.126,122.081,0.318
Chromatics,I'm On Fire,0.677,0.621,0.421,0.351,0.0615,-11.834,0.0286,129.958,0.318
DaBaby,Beeper,0.0398,0.591,0.708,0,0.184,-5.586,0.409,131.589,0.318
Lil Peep,Leanin',0.19,0.501,0.486,0,0.103,-6.6,0.0298,139.872,0.318
Smile Empty Soul,Silhouettes,0.0023,0.368,0.564,0.0097,0.0992,-5.75,0.0282,146.313,0.318
Grizfolk,Pretty Penny,0.152,0.652,0.62,0.0003,0.0977,-7.944,0.0387,78.486,0.319
Crossfade,The Unknown,0.198,0.525,0.537,0.615,0.124,-8.071,0.0301,90.001,0.319
NEEDTOBREATHE,TESTIFY,0.471,0.495,0.71,0,0.0703,-3.941,0.0288,90.024,0.319
NEEDTOBREATHE,TESTIFY,0.471,0.495,0.71,0,0.0703,-3.941,0.0288,90.024,0.319
Evans Blue,Destroy The Obvious,0.0002,0.447,0.941,0.0043,0.315,-3.832,0.0492,95.006,0.319
Evans Blue,Destroy The Obvious,0.0002,0.447,0.941,0.0043,0.315,-3.832,0.0492,95.006,0.319
Howie Lee,Xiang,0.0348,0.8,0.594,0.534,0.688,-10.422,0.159,104.007,0.319
Gary Clark Jr.,Low Down Rolling Stone,0.0074,0.337,0.809,0.0003,0.319,-2.969,0.0327,145.879,0.319
BØRNS,The Emotion,0.212,0.418,0.688,0.0096,0.705,-5.515,0.0265,150.03,0.319
Avatar,The Eagle has Landed,0.0007,0.455,0.942,0.0015,0.304,-6.513,0.0673,170.22,0.319
YBN Cordae,Make Me Feel,0.475,0.759,0.636,0,0.26,-5.907,0.225,99.829,0.32
Slipknot,Gematria (The Killing Name),0.0002,0.361,0.992,0.0006,0.285,-2.69,0.136,101.579,0.32
The Prodigy,Voodoo People (Remastered),0.0014,0.667,0.998,0.423,0.301,-5.892,0.065,149.012,0.32
Wiz Khalifa,Mezmorized,0.0048,0.722,0.779,0,0.0458,-6.413,0.191,150.04,0.32
Ezra Furman,I Wanna Be Your Girlfriend,0.261,0.486,0.512,0.0186,0.121,-7.637,0.0327,65.145,0.321
Saba,FIGHTER,0.579,0.542,0.442,0.0005,0.124,-8.763,0.369,78.111,0.321
Excision,Destroid 10 Funk Hole,0.0002,0.695,0.879,0.845,0.377,-7.814,0.0398,109.963,0.321
The Offspring,Gone Away,0.009,0.442,0.945,0.0132,0.0759,-3.987,0.0804,111.301,0.321
Bazanji,Movin',0.0178,0.764,0.643,0,0.12,-7.614,0.161,130.014,0.321
Casting Crowns,If We Are The Body,0.23,0.527,0.789,0,0.216,-6.052,0.0422,132.042,0.321
Kings of Leon,The Face,0.0059,0.401,0.698,0.082,0.077,-5,0.0376,143.421,0.321
Volbeat,Still Counting,0.0004,0.309,0.919,0.0002,0.423,-3.131,0.0609,103.891,0.322
The Chemical Brothers,Come With Us,0.021,0.685,0.979,0.76,0.0692,-4.768,0.0544,109.955,0.322
Linkin Park,Until It's Gone,0.0172,0.47,0.878,0.054,0.235,-3.391,0.0429,114.986,0.322
Herobust,Vertebreaker - Habstrakt Remix,0.0155,0.723,0.985,0.255,0.0938,-3.826,0.285,126.027,0.322
Cristian Castro,Por Amarte Así,0.61,0.61,0.637,0,0.0952,-5.881,0.027,128.863,0.322
Apashe,Dies Irae - Avance Remix,0.0078,0.537,0.907,0.0019,0.105,-1.78,0.0947,145.088,0.322
YFN Lucci,Boss Life (feat. Offset),0.0757,0.775,0.426,0,0.124,-6.583,0.171,145.154,0.322
Chief Keef,Kills,0.0187,0.685,0.708,0.0053,0.1,-7.077,0.0445,150.006,0.322
JID,EdEddnEddy,0.153,0.768,0.43,0.0105,0.408,-9.84,0.407,157.925,0.322
Casting Crowns,East To West,0.165,0.46,0.511,0,0.122,-6.125,0.0274,72.934,0.324
6LACK,Sorry,0.725,0.423,0.43,0.0006,0.132,-11.475,0.231,84.273,0.324
6LACK,Sorry,0.725,0.423,0.43,0.0006,0.132,-11.475,0.231,84.273,0.324
Weezer,In The Garage,0.0001,0.535,0.71,0.0001,0.107,-6.969,0.0272,97.493,0.324
EARTHGANG,Missed Calls,0.0078,0.789,0.665,0,0.109,-5.201,0.0665,127.914,0.324
Casting Crowns,Already There,0.215,0.551,0.833,0,0.179,-5.145,0.0374,129.971,0.324
The Prodigy,Smack My Bitch Up (Noisia Remix),0.0007,0.478,0.987,0.11,0.0749,-2.913,0.102,140.04,0.324
James Ingram,Just Once - New Version,0.688,0.622,0.49,0,0.103,-7.486,0.0342,143.863,0.324
2 Chainz,Trap Check,0.139,0.8,0.672,0,0.303,-4.939,0.165,145.985,0.324
Minnesota,Tokyo,0.0008,0.594,0.995,0.653,0.114,-3.066,0.0881,147.994,0.324
Panic! At The Disco,She Had The World,0.505,0.425,0.451,0,0.136,-7.307,0.0293,157.25,0.324
Kayzo,More Than Ever,0.0025,0.493,0.961,0.166,0.129,-4.689,0.161,159.993,0.324
The Script,The Man Who Can't Be Moved,0.425,0.609,0.629,0,0.0978,-5.024,0.0264,99.955,0.325
Queens of the Stone Age,Fortress,0.0151,0.477,0.737,0.0015,0.0893,-5.98,0.0346,121.833,0.325
A Perfect Circle,"So Long, And Thanks For All The Fish",0.0014,0.5,0.873,0.0613,0.0715,-3.869,0.0369,130.048,0.325
A Perfect Circle,"So Long, And Thanks For All The Fish",0.0014,0.5,0.873,0.0613,0.0715,-3.869,0.0369,130.048,0.325
Tortoise,Swung From the Gutters,0.461,0.49,0.471,0.919,0.114,-15.886,0.0457,131.325,0.325
Jackal,Empathy,0.0911,0.52,0.597,0.71,0.238,-6.345,0.0505,139.936,0.325
Muse,Supremacy,0.0045,0.256,0.679,0.0409,0.172,-4.495,0.0387,158.718,0.325
The Walkmen,The Rat,0.0002,0.176,0.917,0.0728,0.235,-4.884,0.0635,168.197,0.325
The Walkmen,The Rat,0.0002,0.176,0.917,0.0728,0.235,-4.884,0.0635,168.197,0.325
U2,One,0.245,0.392,0.534,0.001,0.155,-8.793,0.0369,181.305,0.325
Massive Attack,Sly,0.0264,0.609,0.305,0.623,0.366,-15.148,0.0278,90.042,0.326
DJ Sliink,Trifecta (We Came To Party),0.0019,0.631,0.662,0.58,0.0598,-6.694,0.321,140.046,0.326
Borgore,My Favorite Tingz,0.0467,0.522,0.545,0.134,0.0641,-6.366,0.489,67.55,0.327
Slipknot,Wait and Bleed,0.0021,0.382,0.996,0,0.417,-4.119,0.104,93.345,0.327
The Crystal Method,Holy Arp,0.0006,0.633,0.693,0.517,0.124,-8.028,0.083,93.641,0.327
Cut Copy,Need You Now,0.0222,0.605,0.76,0.76,0.0937,-5.258,0.0359,122.3,0.327
Jacob Collier,Lua (feat. MARO),0.86,0.445,0.179,0.0015,0.171,-18.555,0.0358,148.094,0.327
Thievery Corporation,Heaven's Gonna Burn Your Eyes,0.635,0.515,0.336,0.514,0.0637,-9.812,0.0286,152.405,0.327
24hrs,Fitness (feat. Wiz Khalifa),0.0243,0.633,0.579,0,0.0974,-8.988,0.203,159.915,0.327
YG,Me & My Bitch,0.0691,0.742,0.624,0,0.358,-7.873,0.245,82.446,0.33
Gramatik,The Prophet (Version 2.0),0.0806,0.679,0.792,0.648,0.0924,-5.32,0.0541,94.934,0.33
The Killers,A Dustland Fairytale,0.0436,0.429,0.841,0,0.0976,-6.501,0.0553,134.37,0.33
Bad English,When I See You Smile,0.42,0.495,0.609,0,0.187,-9.902,0.0339,135.671,0.33
Oliver Tree,Cheapskate,0.56,0.428,0.511,0,0.22,-6.988,0.153,143.684,0.33
Warrant,Heaven,0.115,0.462,0.488,0,0.128,-11.143,0.0287,145.789,0.33
Meek Mill,Ima Boss - feat. Rick Ross,0.0415,0.37,0.87,0,0.604,-2.09,0.271,79.092,0.331
Daughtry,Battleships,0.0121,0.49,0.746,0,0.0624,-4.951,0.0405,81.848,0.331
Gorillaz,Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),0.0065,0.645,0.777,0.0039,0.119,-7.235,0.0418,88.455,0.331
Randolph,Slow Motion,0.0563,0.691,0.755,0.0007,0.261,-4.229,0.237,89.977,0.331
Breaking Benjamin,Anthem Of The Angels,0.0004,0.342,0.792,0.002,0.111,-4.305,0.0424,115.012,0.331
Joe Cocker,With A Little Help From My Friends,0.276,0.315,0.447,0.0015,0.0923,-11.198,0.0672,141.407,0.331
Volbeat,Guitar Gangsters & Cadillac Blood,0.0003,0.302,0.974,0.0005,0.0838,-2.834,0.147,76.867,0.332
Moby,Porcelain,0.0014,0.297,0.637,0.18,0.247,-7.926,0.0336,94.73,0.332
Hot Chip,Flutes,0.034,0.691,0.71,0.0023,0.0903,-6.351,0.0322,118.006,0.332
Rawtek,Zuri,0.0072,0.703,0.939,0.173,0.161,-2.69,0.0547,127.976,0.332
Chevelle,The Red,0.0007,0.509,0.843,0.0008,0.348,-3.318,0.0488,140.055,0.332
JPEGMAFIA,Real Nega,0.0079,0.61,0.952,0.0032,0.172,-2.501,0.315,140.065,0.332
JPEGMAFIA,Real Nega,0.0079,0.61,0.952,0.0032,0.172,-2.501,0.315,140.065,0.332
Jay Rock,Redemption (feat. SZA),0.0907,0.659,0.83,0,0.133,-5.288,0.286,144.017,0.332
Theory of a Deadman,All or Nothing,0.0289,0.419,0.785,0,0.0799,-4.483,0.0313,152.053,0.332
Theory of a Deadman,All or Nothing,0.0289,0.419,0.785,0,0.0799,-4.483,0.0313,152.053,0.332
Bassnectar,Science Fiction,0.0001,0.483,0.927,0.0229,0.267,-4.029,0.038,159.991,0.332
Deniz Kurtel,Wake Me Up,0.541,0.73,0.152,0.159,0.107,-11.686,0.176,172.03,0.332
The Velvet Underground,I Found A Reason - 2015 Remastered,0.0619,0.424,0.289,0.0004,0.104,-12.063,0.0271,77.941,0.335
Loving,The Not Real Lake,0.604,0.498,0.695,0.457,0.0596,-7.786,0.0744,84.76,0.335
The Neighbourhood,Female Robbery,0.0071,0.519,0.897,0.539,0.211,-3.167,0.0276,88.113,0.335
Layo & Bushwacka!,Sleepy Language,0.0074,0.802,0.607,0.855,0.0888,-8.625,0.173,91.012,0.335
Lil Wayne,MegaMan,0.0114,0.504,0.856,0,0.256,-5.024,0.286,101.866,0.335
Sir Sly,Astronaut,0.0822,0.628,0.584,0.433,0.298,-8.03,0.0284,112,0.335
Sir Sly,Astronaut,0.0822,0.628,0.584,0.433,0.298,-8.03,0.0284,112,0.335
A-Trak,DJs Gotta Dance More,0.141,0.743,0.889,0.0195,0.125,-4.179,0.102,120.008,0.335
D'Angelo,Send It On,0.168,0.789,0.258,0.0071,0.326,-11.759,0.104,127.491,0.335
Jack Harlow,Got Me Thinking,0.0687,0.828,0.574,0,0.106,-6.081,0.165,128.093,0.335
Bryan Adams,Heaven,0.0465,0.382,0.589,0,0.122,-7.315,0.0267,140.059,0.335
Ari Lennox,Pop,0.809,0.631,0.315,0,0.151,-10.606,0.0459,144.87,0.335
Jackie Mendoza,Islands,0.0102,0.55,0.768,0.182,0.82,-6.927,0.0305,167.972,0.335
Jamila Woods,HEAVN,0.509,0.633,0.737,0.218,0.132,-6.582,0.0408,95.025,0.336
Morcheeba,Recipe for Disaster,0.434,0.767,0.476,0.289,0.387,-11.084,0.0281,107.035,0.336
ScHoolboy Q,THat Part,0.0855,0.927,0.535,0,0.136,-7.59,0.0911,112.96,0.336
Pearl Jam,The End,0.826,0.579,0.252,0,0.0943,-10.044,0.0369,117.137,0.336
Elfenberg,Kéyah,0.149,0.752,0.718,0.759,0.203,-10.244,0.0383,122,0.336
Days Of The New,Shelf In The Room,0.0359,0.623,0.594,0.0001,0.144,-8.994,0.0263,128.936,0.336
Dion Timmer,Because Of You,0.0874,0.71,0.965,0.0161,0.276,-1.04,0.0509,140.01,0.336
DROELOE,Step By Step,0.118,0.509,0.812,0.774,0.086,-4.865,0.1,155.498,0.336
System Of A Down,Kill Rock 'n Roll - Explicit Album Version,0.0168,0.288,0.987,0,0.264,-1.359,0.223,184.662,0.336
The Neighbourhood,Daddy Issues,0.0678,0.588,0.521,0.149,0.123,-9.461,0.0329,85.012,0.337
The Neighbourhood,Daddy Issues,0.0678,0.588,0.521,0.149,0.123,-9.461,0.0329,85.012,0.337
Killstation,Broken,0.0231,0.508,0.417,0.0021,0.128,-8.699,0.0335,96.96,0.337
Tory Lanez,LA Confidential,0.0098,0.58,0.657,0,0.556,-6.633,0.0571,156.996,0.337
The Band CAMINO,What I Want,0.0003,0.44,0.74,0.0005,0.13,-6.422,0.0376,162.095,0.337
Queens of the Stone Age,Head Like A Haunted House,0.0016,0.292,0.986,0.0004,0.0892,-3.045,0.181,197.923,0.337
Jai Paul,Do You Love Her Now,0.542,0.71,0.336,0.0204,0.114,-11.001,0.0462,80.002,0.34
The Temper Trap,Sweet Disposition,0.0701,0.531,0.821,0.171,0.124,-6.812,0.0439,129.139,0.34
Bonobo,Days To Come - Instrumental,0.166,0.698,0.428,0.813,0.0739,-9.925,0.0512,93.008,0.341
Midnight Oil,Beds Are Burning - Remastered,0.0054,0.754,0.496,0.0002,0.0871,-8.7,0.0351,119.186,0.341
Panic! At The Disco,Nearly Witches [Ever Since We Met...],0.0067,0.6,0.614,0,0.166,-4.688,0.0885,121.965,0.341
Botnek,Waffle House,0.0064,0.713,0.932,0.0293,0.143,-3.478,0.2,127.935,0.341
Black Tiger Sex Machine,Numbers,0.0006,0.696,0.905,0.0563,0.0882,-5.932,0.092,128.071,0.341
Erykah Badu,Next Lifetime,0.147,0.64,0.427,0.0011,0.0952,-11.867,0.0619,130.006,0.341
Radiohead,Bloom,0.62,0.518,0.959,0.884,0.0831,-7.596,0.157,149.722,0.341
Ween,Baby Bitch,0.373,0.487,0.331,0,0.247,-14.201,0.0357,150.278,0.341
Arizona Zervas,Helen Keller,0.0783,0.68,0.561,0,0.103,-6.534,0.0929,159.951,0.341
Cosmo Pyke,Wish You Were Gone,0.156,0.442,0.741,0,0.411,-5.338,0.182,103.425,0.342
Kora (CA),Kanjira,0.319,0.826,0.527,0.903,0.134,-9.49,0.0608,120.039,0.342
Twenty One Pilots,Truce,0.994,0.537,0.0231,0.0471,0.146,-14.407,0.0475,120.322,0.342
Zeds Dead,Neck And Neck,0.201,0.61,0.815,0.0002,0.0815,-3.982,0.0397,126.009,0.342
Queen,Brighton Rock - Remastered 2011,0.348,0.359,0.848,0.0219,0.741,-9.119,0.401,137.213,0.342
Flipp Dinero,On Some,0.0346,0.768,0.846,0,0.173,-7.134,0.0762,137.984,0.342
Valee,I Got Whatever,0.0086,0.939,0.4,0.0347,0.0756,-8.821,0.22,139.986,0.342
All That Remains,Everything’s Wrong,0.0003,0.445,0.971,0.0003,0.131,-4.346,0.0765,172.065,0.342
Aphex Twin,Green Calx,0.0502,0.594,0.865,0.417,0.367,-10.206,0.068,117.34,0.344
6LACK,In Between (feat. BANKS) - Bonus,0.619,0.545,0.573,0.0041,0.104,-6.007,0.246,118.07,0.344
Hopsin,Tell'em Who You Got It From,0.0466,0.775,0.532,0,0.305,-7.707,0.0845,128.016,0.344
The Buggles,Video Killed The Radio Star,0.0852,0.675,0.61,0.0188,0.159,-13.811,0.085,131.037,0.344
YBN Cordae,Have Mercy,0.0332,0.782,0.406,0,0.473,-7.383,0.286,138.012,0.344
Aimee Mann,Save Me,0.604,0.616,0.346,0.0023,0.0914,-10.438,0.0304,143.351,0.344
Building 429,We Won't Be Shaken,0.0031,0.433,0.737,0,0.0707,-6.079,0.0322,158.04,0.344
Nirvana,You Know You're Right,0.0407,0.289,0.716,0.0012,0.135,-6.53,0.106,168.049,0.344
Wale,Lotus Flower Bomb (feat. Miguel),0.611,0.512,0.598,0,0.0881,-4.959,0.115,70.189,0.345
Volen Sentir,Arrival - Original Mix,0.0003,0.792,0.684,0.866,0.0683,-8.256,0.046,123.014,0.345
Rob Dougan,Left Me For Dead,0.0075,0.282,0.777,0,0.158,-6.798,0.0665,127.191,0.345
Lucy Dacus,I Don't Wanna Be Funny Anymore,0.126,0.595,0.772,0.926,0.221,-8.033,0.0367,134.9,0.345
Mac Miller,Keep Floatin',0.0812,0.705,0.73,0,0.135,-6.795,0.142,140.084,0.345
Halestorm,What Sober Couldn't Say,0.24,0.541,0.758,0,0.118,-4.212,0.0333,141.905,0.345
The Steel Woods,Let the Rain Come Down,0.14,0.644,0.616,0.0018,0.0745,-5.755,0.0325,147.083,0.345
Matt Maeson,Tribulation,0.0836,0.428,0.664,0,0.0901,-6.769,0.121,155.125,0.345
Barns Courtney,Glitter & Gold,0.344,0.489,0.637,0,0.176,-5.014,0.0402,170.157,0.345
Jeremy Camp,Same Power,0.0151,0.419,0.69,0,0.093,-4.396,0.0353,171.933,0.345
Whitey Morgan and the 78's,I'm on Fire,0.0942,0.564,0.629,0.387,0.192,-7.277,0.0272,93.969,0.346
Party Favor,Meow (Original Mix),0.0086,0.787,0.831,0.605,0.0788,-3.368,0.0649,100.041,0.346
Letters To Cleo,Here and Now,0.0018,0.456,0.897,0.0104,0.303,-6.81,0.0599,114.905,0.346
Newcleus,Jam On It,0.003,0.804,0.782,0.0872,0.662,-6.224,0.0606,116.806,0.346
Blur,Tracy Jacks - 2012 Remaster,0.0977,0.636,0.86,0,0.127,-5.767,0.0425,121.508,0.346
DeJ Loaf,Make You Fall In Love,0.213,0.636,0.481,0,0.123,-6.323,0.113,135.016,0.346
Foo Fighters,Dirty Water,0.0037,0.324,0.631,0.0459,0.221,-8.245,0.0407,142.684,0.346
Katy McAllister,Another Empty Bottle,0.917,0.561,0.252,0,0.106,-9.448,0.0345,144.226,0.346
Hooverphonic,Lethal Skies,0.0358,0.514,0.685,0.001,0.193,-6.558,0.0252,153.991,0.346
Childish Gambino,I. Pink Toes,0.0598,0.409,0.619,0.0002,0.575,-9.512,0.091,79.579,0.347
Tyga,Mercedes Baby (feat. 24 Hrs),0.352,0.795,0.445,0,0.0983,-7.166,0.0473,84.971,0.347
The Strokes,Modern Girls & Old Fashion Men,0.0138,0.506,0.604,0.427,0.0435,-4.179,0.0283,110.921,0.347
Mötley Crüe,Dr. Feelgood,0.0009,0.535,0.967,0.0204,0.233,-4.082,0.068,110.97,0.347
Wolf Alice,Don't Delete The Kisses,0.0011,0.604,0.789,0.83,0.368,-6.259,0.0273,122.024,0.347
"10,000 Maniacs",Because The Night [MTV Unplugged Version],0.26,0.408,0.79,0.0003,0.765,-8.138,0.103,122.624,0.347
Tame Impala,Endors Toi,0.0324,0.2,0.94,0.373,0.372,-3.249,0.103,130.011,0.347
Borgore,Nope (feat. ShayGray),0.0047,0.733,0.82,0.0015,0.0687,-5.94,0.212,145.064,0.347
My Darkest Days,Porn Star Dancing,0.0199,0.474,0.923,0,0.0673,-3.405,0.0897,160.035,0.347
Third Day,I Need A Miracle,0.0231,0.401,0.698,0,0.149,-6.321,0.0393,166.373,0.347
Third Day,I Need A Miracle,0.0231,0.401,0.698,0,0.149,-6.321,0.0393,166.373,0.347
Volbeat,Parasite,0.0003,0.49,0.932,0.785,0.0676,-3.8,0.0656,91.066,0.348
Rich Brian,Flight,0.111,0.77,0.564,0.0031,0.103,-5.615,0.0421,97.35,0.348
Falcons,All Over Again,0.0325,0.695,0.735,0.0046,0.348,-3.854,0.25,102.07,0.348
Joji,Will He (Medasin Remix),0.545,0.614,0.539,0.0006,0.14,-9.408,0.12,123.943,0.348
Alison Wonderland,Messiah (Alison Wonderland x M-Phazes),0.0294,0.55,0.655,0.0005,0.111,-8.373,0.067,137.056,0.348
BJ The Chicago Kid,Time Today,0.102,0.524,0.536,0,0.0334,-7.005,0.057,92.625,0.349
Party Favor,Shut It Down,0.0121,0.649,0.976,0.0261,0.326,-3.208,0.115,109.985,0.349
XXXTENTACION,Look At Me!,0.259,0.763,0.726,0,0.0976,-6.405,0.282,139.059,0.349
Chris Young,Tomorrow,0.56,0.441,0.644,0,0.109,-5.774,0.0363,141.733,0.349
Seals and Crofts,Summer Breeze,0.611,0.501,0.474,0.0298,0.0667,-10.041,0.0386,88.609,0.35
Florence + The Machine,I'm Not Calling You A Liar,0.369,0.597,0.516,0,0.261,-5.437,0.0546,117.959,0.35
The Shins,Simple Song,0.0133,0.546,0.878,0,0.135,-5.137,0.0525,119.945,0.35
The Shins,Simple Song,0.0133,0.546,0.878,0,0.135,-5.137,0.0525,119.945,0.35
The xx,On Hold,0.0522,0.723,0.669,0.192,0.109,-6.784,0.0348,125.051,0.35
Moneybagg Yo,Yesterday,0.418,0.71,0.68,0,0.254,-4.688,0.0866,130.054,0.35
Robert DeLong,Favorite Color Is Blue,0.0925,0.593,0.769,0,0.13,-4.581,0.108,131.811,0.35
YFN Lucci,Come with Me (feat. Dreezy),0.267,0.665,0.804,0,0.205,-4.513,0.209,135.005,0.35
Porno for Pyros,Tahitian Moon,0.0003,0.374,0.716,0.0011,0.195,-8.656,0.034,136.757,0.35
Rick Ross,B.M.F. (Blowin' Money Fast),0.0174,0.721,0.863,0,0.178,-4.226,0.0558,139.981,0.35
Waka Flocka Flame,I Don't Need Ya (feat. Skippa Da Flippa & Sancho),0.0274,0.757,0.612,0,0.124,-7.23,0.131,140.058,0.35
Shlump,Bounce,0.0355,0.607,0.943,0.352,0.47,-7.774,0.486,155.142,0.35
Incubus,Wish You Were Here,0.0006,0.246,0.768,0.301,0.102,-7.48,0.0387,169.873,0.35
Dion Timmer,Shiawase,0.0403,0.606,0.952,0.0003,0.665,-2.004,0.217,74.98,0.351
Lincoln Brewster,There Is Power,0.0084,0.509,0.871,0,0.124,-5.855,0.0519,80.008,0.351
Lincoln Brewster,There Is Power,0.0084,0.509,0.871,0,0.124,-5.855,0.0519,80.008,0.351
Röyksopp,Silver Cruiser,0.368,0.41,0.527,0.906,0.111,-9.799,0.0337,80.351,0.351
Mo' Horizons,Foto Viva,0.578,0.752,0.498,0.195,0.151,-10.805,0.0303,99.991,0.351
Tech N9ne,Kick It With Myself,0.154,0.805,0.848,0,0.54,-5.193,0.29,105.07,0.351
Jeezy,SupaFreak,0.0011,0.764,0.619,0,0.105,-5.84,0.109,140.076,0.351
We The Kings,"Check Yes, Juliet",0.002,0.352,0.912,0,0.193,-4.253,0.0725,166.795,0.351
Vansire,Nice to See You,0.42,0.539,0.535,0.632,0.263,-9.717,0.0319,78.885,0.352
Rascal Flatts,These Days,0.271,0.578,0.738,0,0.0651,-4.109,0.0427,81.962,0.352
Usher,Hey Daddy (Daddy's Home),0.0002,0.59,0.698,0,0.107,-4.262,0.0286,95.975,0.352
Mr. Oizo,End Of The World (feat. Skrillex),0.0028,0.583,0.765,0.0463,0.351,-5.57,0.084,122.021,0.352
Xavier Omär,Change On Me (feat. Leuca),0.26,0.695,0.485,0,0.111,-8.671,0.134,137.974,0.352
Flosstradamus,MVP - NGHTMRE Remix,0.0289,0.625,0.853,0,0.321,-5.709,0.119,144.023,0.352
graves,Meta,0.192,0.574,0.723,0,0.289,-6.048,0.0346,149.041,0.352
Zayde Wølf,Born Ready,0.0813,0.432,0.866,0,0.115,-4.466,0.0657,68.039,0.353
James Taylor,Carolina in My Mind,0.118,0.579,0.267,0.0006,0.132,-15.11,0.0348,74.899,0.353
Yelawolf,American You,0.186,0.752,0.754,0,0.11,-5.061,0.133,82.986,0.353
Col3trane,Penelope,0.104,0.551,0.391,0,0.173,-9.486,0.4,87.993,0.353
John Mayer,Come Back to Bed,0.392,0.482,0.55,0.0208,0.111,-4.485,0.0267,114.435,0.353
The Revivalists,Fade Away,0.0189,0.555,0.682,0.305,0.125,-7.168,0.0448,120.051,0.353
Lewis Del Mar,Malt Liquor,0.489,0.705,0.72,0.0466,0.13,-8.229,0.144,122.001,0.353
Blue States,Metro Sound,0.293,0.557,0.564,0.743,0.127,-11.338,0.0268,129.96,0.353
Tenth Avenue North,You Are More,0.0172,0.508,0.589,0,0.129,-7.204,0.036,132.043,0.353
Young Dolph,Gelato,0.0647,0.893,0.551,0,0.186,-6.473,0.476,135.016,0.353
Cody Johnson,Dear Rodeo,0.0088,0.482,0.654,0.0002,0.111,-5.268,0.0265,146.192,0.353
Collective Soul,Shine,0.294,0.54,0.423,0.0884,0.152,-8.799,0.0283,150.135,0.353
LEDGER,Ruins,0.732,0.43,0.482,0,0.151,-5.961,0.028,71.006,0.354
Tears For Fears,Woman In Chains,0.0255,0.469,0.628,0.0013,0.0472,-8.204,0.0293,79.999,0.354
Lil Baby,My Jeans (Lil Baby & Gunna feat. Young Thug),0.118,0.624,0.72,0,0.54,-5.894,0.139,100.613,0.354
The Chemical Brothers,Galvanize - Edit,0.0279,0.765,0.674,0.0136,0.0951,-4.165,0.086,104.008,0.354
Jean-Michel Jarre,FLYING TOTEMS - movement 2,0.715,0.524,0.574,0.838,0.0826,-11.262,0.0269,127.964,0.354
YFN Lucci,Go Crazy,0.168,0.721,0.76,0,0.102,-7.207,0.278,137.13,0.354
Badflower,Ghost - Acoustic,0.424,0.669,0.517,0,0.155,-5.97,0.0345,140.931,0.354
Gucci Mane,Curve (feat. The Weeknd),0.294,0.76,0.476,0,0.1,-8.103,0.241,147.01,0.354
Herobust,No Time,0.0055,0.609,0.888,0.0054,0.767,-1.692,0.0639,150.043,0.354
Space Jesus,Gang Fire,0.142,0.419,0.954,0.0012,0.742,-5.939,0.472,164.357,0.354
Young the Giant,Superposition - Reprise,0.147,0.654,0.601,0.0053,0.0931,-9.006,0.0343,169.955,0.354
Tame Impala,Yes I'm Changing,0.108,0.373,0.609,0.0004,0.0755,-7,0.0316,179.955,0.354
Lemaitre,Closer,0.0012,0.583,0.785,0.0127,0.124,-3.991,0.0337,91.977,0.355
Nicky Jam,Jaleo,0.0097,0.623,0.872,0,0.0708,-3.773,0.147,105.147,0.355
Lil Yachty,Wanna Be Us,0.0182,0.698,0.708,0,0.122,-5.388,0.0333,123.053,0.355
Bob Dylan,Simple Twist of Fate,0.665,0.409,0.264,0.0002,0.102,-16.273,0.0363,137.16,0.355
Lil Baby,Whatchu Gon Do,0.0633,0.59,0.58,0,0.105,-7.162,0.324,150,0.355
Moby,The Last Of Goodbyes,0.92,0.415,0.674,0.958,0.114,-8.238,0.0893,150.001,0.355
